method,n,n_retrievable,n_citation_scored,accuracy,accuracy_ci_low,accuracy_ci_high,citation_accuracy,citation_ci_low,citation_ci_high,citation_unparsed_rate,citations_per_answer,act_scope_hit_rate,grounded_rate,gold_in_corpus_rate,gold_in_context_rate,median_depth_returned,mrr,mrr*,mrr_doc,mrr_doc*,recall@1,recall@1*,precision@1,precision@1*,hit@1,hit@1*,doc_hit@1,doc_hit@1*,recall@3,recall@3*,precision@3,precision@3*,hit@3,hit@3*,doc_hit@3,doc_hit@3*,recall@5,recall@5*,precision@5,precision@5*,hit@5,hit@5*,doc_hit@5,doc_hit@5*,recall@10,recall@10*,precision@10,precision@10*,hit@10,hit@10*,doc_hit@10,doc_hit@10*,recall@20,recall@20*,precision@20,precision@20*,hit@20,hit@20*,doc_hit@20,doc_hit@20*,recall@50,recall@50*,precision@50,precision@50*,hit@50,hit@50*,doc_hit@50,doc_hit@50*,recall@100,recall@100*,precision@100,precision@100*,hit@100,hit@100*,doc_hit@100,doc_hit@100*,ndcg@10,ndcg@10*,latency_p50_ms,latency_p95_ms,retrieval_p50_ms,llm_calls_per_q,tokens_in_per_q,tokens_out_per_q,usd_per_100q,errors
bm25-raw,150,131,131,0.9666666666666667,0.9243471574929044,0.9856797793044249,0.7404580152671756,0.659296706317605,0.8079181591245138,0.022900763358778626,0.9733,,0.88,0.8733,0.68,100,0.63,0.6877,0.7542,0.8151,0.5594,0.6107,0.5664,0.6183,0.5664,0.6183,0.7133,0.771,0.6713,0.7328,0.2261,0.2468,0.6783,0.7405,0.7832,0.8473,0.6958,0.7595,0.1413,0.1542,0.6993,0.7634,0.7902,0.855,0.7238,0.7901,0.0734,0.0802,0.7273,0.7939,0.8112,0.8779,0.7378,0.8053,0.0374,0.0408,0.7413,0.8092,0.8252,0.8931,0.7587,0.8282,0.0154,0.0168,0.7622,0.8321,0.8531,0.9084,0.7692,0.8397,0.0078,0.0085,0.7692,0.8397,0.8531,0.9084,0.6488,0.7083,709,983,24,1,4481,50,0.12,0
bm25-lemma,150,131,131,0.9733333333333334,0.9334450938998244,0.9895822277088953,0.732824427480916,0.6512107893021125,0.8011718581894627,0.022900763358778626,0.9733,,0.88,0.8733,0.68,100,0.6254,0.6827,0.7377,0.797,0.5524,0.6031,0.5594,0.6107,0.5594,0.6107,0.6783,0.7328,0.6713,0.7328,0.2261,0.2468,0.6783,0.7405,0.7972,0.8626,0.6923,0.7557,0.1399,0.1527,0.6993,0.7634,0.7972,0.8626,0.7168,0.7824,0.0727,0.0794,0.7203,0.7863,0.8042,0.8702,0.7308,0.7977,0.0371,0.0405,0.7343,0.8015,0.8182,0.8779,0.7378,0.8053,0.015,0.0163,0.7413,0.8092,0.8462,0.9008,0.7552,0.8244,0.0077,0.0084,0.7552,0.8244,0.8601,0.916,0.6441,0.7031,723,1037,42,1,4500,50,0.12,0
bm25-surrogate,150,131,131,0.94,0.8899090795570952,0.9681163179946722,0.6946564885496184,0.6111769763005396,0.7670445814383184,0.022900763358778626,0.9533,,0.72,0.8733,0.6467,100,0.5355,0.5845,0.7607,0.8207,0.4441,0.4847,0.4476,0.4885,0.4476,0.4885,0.7203,0.7786,0.5664,0.6183,0.1935,0.2112,0.5734,0.626,0.7902,0.855,0.6294,0.687,0.1287,0.1405,0.6364,0.6947,0.8042,0.8626,0.6713,0.7328,0.0685,0.0748,0.6783,0.7405,0.8252,0.8855,0.7483,0.8168,0.0381,0.0416,0.7552,0.8244,0.8392,0.8931,0.7622,0.8321,0.0155,0.0169,0.7692,0.8397,0.8392,0.8931,0.7832,0.855,0.008,0.0087,0.7902,0.8626,0.8462,0.9008,0.5618,0.6133,671,980,10,1,3660,50,0.099,0
bm25-expanded,150,131,131,0.94,0.8899090795570952,0.9681163179946722,0.6717557251908397,0.5874525817271932,0.7462723221600345,0.015267175572519083,0.9667,,0.8533,0.8733,0.6133,100,0.5425,0.5922,0.7482,0.8134,0.472,0.5153,0.4755,0.5191,0.4755,0.5191,0.6993,0.7634,0.5839,0.6374,0.1958,0.2137,0.5874,0.6412,0.7832,0.855,0.6049,0.6603,0.1217,0.1328,0.6084,0.6641,0.8042,0.8702,0.6434,0.7023,0.065,0.071,0.6434,0.7023,0.8182,0.8779,0.6888,0.7519,0.035,0.0382,0.6923,0.7557,0.8252,0.8855,0.7483,0.8168,0.0152,0.0166,0.7483,0.8168,0.8322,0.8931,0.7552,0.8244,0.0077,0.0084,0.7552,0.8244,0.8392,0.8931,0.562,0.6134,1817,2228,1129,2,4999,263,0.164,0
